
Cycle,Step,Voltage_V,Current_A,Capacity_Ah,Temperature_C,Time_s,Internal_Resistance_mOhm,Energy_Wh
8,30,3.813,0.050,0.564,31.7,74520,18.8,2.170
8,31,3.820,0.000,0.565,31.9,74700,18.9,2.173
8,32,3.815,0.000,0.565,31.7,74760,18.9,2.173
8,33,3.810,0.000,0.565,31.5,74820,18.9,2.173
8,34,3.805,0.000,0.565,31.3,74880,18.9,2.173
8,35,3.800,0.000,0.565,31.1,74940,18.9,2.173
8,36,3.795,-0.500,0.540,30.9,75120,19.0,2.079
8,37,3.767,-0.500,0.515,30.7,75300,19.1,1.972
8,38,3.739,-0.500,0.490,30.5,75480,19.2,1.866
8,39,3.711,-0.500,0.465,30.3,75660,19.3,1.762
8,40,3.683,-0.500,0.440,30.1,75840,19.4,1.659
8,41,3.655,-0.500,0.415,29.9,76020,19.5,1.558
8,42,3.627,-0.500,0.390,29.7,76200,19.6,1.458
8,43,3.599,-0.500,0.365,29.5,76380,19.7,1.359
8,44,3.571,-0.500,0.340,29.3,76560,19.8,1.262
8,45,3.543,-0.500,0.315,29.1,76740,19.9,1.166
8,46,3.515,-0.500,0.290,28.9,76920,20.0,1.072
8,47,3.487,-0.500,0.265,28.7,77100,20.1,0.979
8,48,3.459,-0.500,0.240,28.5,77280,20.2,0.888
8,49,3.431,-0.500,0.215,28.3,77460,20.3,0.798
8,50,3.403,-0.500,0.190,28.1,77640,20.4,0.710
8,51,3.375,-0.500,0.165,27.9,77820,20.5,0.623
8,52,3.347,-0.500,0.140,27.7,78000,20.6,0.538
8,53,3.319,-0.500,0.115,27.5,78180,20.7,0.454
8,54,3.291,-0.500,0.090,27.3,78360,20.8,0.372
8,55,3.263,-0.500,0.065,27.1,78540,20.9,0.292
8,56,3.235,-0.500,0.040,26.9,78720,21.0,0.213
8,57,3.207,-0.500,0.015,26.7,78900,21.1,0.136
8,58,3.200,-0.500,0.000,26.5,79080,21.2,0.000
8,59,3.200,0.000,0.000,26.3,79140,21.3,0.000
9,1,3.200,0.500,0.000,26.0,79200,16.0,0.000
9,2,3.229,0.500,0.025,26.2,79380,16.1,0.081
9,3,3.258,0.500,0.050,26.4,79560,16.2,0.163
9,4,3.286,0.500,0.075,26.6,79740,16.3,0.246
9,5,3.314,0.500,0.100,26.8,79920,16.4,0.331
9,6,3.341,0.500,0.125,27.0,80100,16.5,0.418
9,7,3.368,0.500,0.150,27.2,80280,16.6,0.505
9,8,3.394,0.500,0.175,27.4,80460,16.7,0.594
9,9,3.420,0.500,0.200,27.6,80640,16.8,0.684
9,10,3.445,0.500,0.225,27.8,80820,16.9,0.775
9,11,3.470,0.500,0.250,28.0,81000,17.0,0.868
9,12,3.494,0.500,0.275,28.2,81180,17.1,0.961
9,13,3.517,0.500,0.300,28.4,81360,17.2,1.055
9,14,3.539,0.500,0.325,28.6,81540,17.3,1.151
9,15,3.560,0.500,0.350,28.8,81720,17.4,1.248
9,16,3.580,0.500,0.375,29.0,81900,17.5,1.345
9,17,3.599,0.500,0.400,29.2,82080,17.6,1.443
9,18,3.617,0.500,0.425,29.4,82260,17.7,1.542
9,19,3.634,0.500,0.450,29.6,82440,17.8,1.641
9,20,3.650,0.500,0.475,29.8,82620,17.9,1.741
9,21,3.665,0.500,0.500,30.0,82800,18.0,1.841
9,22,3.679,0.450,0.510,30.2,82980,18.1,1.894
9,23,3.692,0.400,0.520,30.4,83160,18.2,1.945
9,24,3.704,0.350,0.529,30.6,83340,18.3,1.991
9,25,3.715,0.300,0.537,30.8,83520,18.4,2.033
9,26,3.725,0.250,0.544,31.0,83700,18.5,2.069
9,27,3.734,0.200,0.550,31.2,83880,18.6,2.099
9,28,3.742,0.150,0.554,31.4,84060,18.7,2.122
9,29,3.749,0.100,0.557,31.6,84240,18.8,2.138
9,30,3.755,0.050,0.559,31.8,84420,18.9,2.147
9,31,3.760,0.000,0.560,32.0,84600,19.0,2.150
9,32,3.755,0.000,0.560,31.8,84660,19.0,2.150
9,33,3.750,0.000,0.560,31.6,84720,19.0,2.150
9,34,3.745,0.000,0.560,31.4,84780,19.0,2.150
9,35,3.740,0.000,0.560,31.2,84840,19.0,2.150
9,36,3.735,-0.500,0.535,31.0,85020,19.1,2.057
9,37,3.707,-0.500,0.510,30.8,85200,19.2,1.952
9,38,3.679,-0.500,0.485,30.6,85380,19.3,1.848
9,39,3.651,-0.500,0.460,30.4,85560,19.4,1.746
9,40,3.623,-0.500,0.435,30.2,85740,19.5,1.645
9,41,3.595,-0.500,0.410,30.0,85920,19.6,1.546
9,42,3.567,-0.500,0.385,29.8,86100,19.7,1.448
9,43,3.539,-0.500,0.360,29.6,86280,19.8,1.352
9,44,3.511,-0.500,0.335,29.4,86460,19.9,1.257
9,45,3.483,-0.500,0.310,29.2,86640,20.0,1.164
9,46,3.455,-0.500,0.285,29.0,86820,20.1,1.072
9,47,3.427,-0.500,0.260,28.8,87000,20.2,0.982
9,48,3.399,-0.500,0.235,28.6,87180,20.3,0.893
9,49,3.371,-0.500,0.210,28.4,87360,20.4,0.806
9,50,3.343,-0.500,0.185,28.2,87540,20.5,0.720
9,51,3.315,-0.500,0.160,28.0,87720,20.6,0.636
9,52,3.287,-0.500,0.135,27.8,87900,20.7,0.554
9,53,3.259,-0.500,0.110,27.6,88080,20.8,0.473
9,54,3.231,-0.500,0.085,27.4,88260,20.9,0.394
9,55,3.203,-0.500,0.060,27.2,88440,21.0,0.317
9,56,3.200,-0.500,0.035,27.0,88620,21.1,0.241
9,57,3.200,-0.500,0.010,26.8,88800,21.2,0.167
9,58,3.200,-0.500,0.000,26.6,88980,21.3,0.000
9,59,3.200,0.000,0.000,26.4,89040,21.4,0.000
10,1,3.200,0.500,0.000,26.1,89100,16.1,0.000
10,2,3.227,0.500,0.025,26.3,89280,16.2,0.081
10,3,3.254,0.500,0.050,26.5,89460,16.3,0.163
10,4,3.280,0.500,0.075,26.7,89640,16.4,0.246
10,5,3.306,0.500,0.100,26.9,89820,16.5,0.330
10,6,3.331,0.500,0.125,27.1,90000,16.6,0.416
10,7,3.356,0.500,0.150,27.3,90180,16.7,0.503
10,8,3.380,0.500,0.175,27.5,90360,16.8,0.591
10,9,3.404,0.500,0.200,27.7,90540,16.9,0.681
10,10,3.427,0.500,0.225,27.9,90720,17.0,0.771
10,11,3.450,0.500,0.250,28.1,90900,17.1,0.863
10,12,3.472,0.500,0.275,28.3,91080,17.2,0.956
10,13,3.493,0.500,0.300,28.5,91260,17.3,1.050
10,14,3.513,0.500,0.325,28.7,91440,17.4,1.145
10,15,3.532,0.500,0.350,28.9,91620,17.5,1.241
10,16,3.550,0.500,0.375,29.1,91800,17.6,1.338
10,17,3.567,0.500,0.400,29.3,91980,17.7,1.436
10,18,3.583,0.500,0.425,29.5,92160,17.8,1.534
10,19,3.598,0.500,0.450,29.7,92340,17.9,1.633
10,20,3.612,0.500,0.475,29.9,92520,18.0,1.733
10,21,3.625,0.500,0.500,30.1,92700,18.1,1.833
10,22,3.637,0.450,0.509,30.3,92880,18.2,1.884
10,23,3.648,0.400,0.518,30.5,93060,18.3,1.933
10,24,3.658,0.350,0.526,30.7,93240,18.4,1.978
10,25,3.667,0.300,0.533,30.9,93420,18.5,2.018
10,26,3.675,0.250,0.539,31.1,93600,18.6,2.052
10,27,3.682,0.200,0.544,31.3,93780,18.7,2.081
10,28,3.688,0.150,0.548,31.5,93960,18.8,2.103
10,29,3.693,0.100,0.551,31.7,94140,18.9,2.119
10,30,3.697,0.050,0.553,31.9,94320,19.0,2.127
10,31,3.700,0.000,0.554,32.1,94500,19.1,2.129
10,32,3.695,0.000,0.554,31.9,94560,19.1,2.129
10,33,3.690,0.000,0.554,31.7,94620,19.1,2.129
10,34,3.685,0.000,0.554,31.5,94680,19.1,2.129
10,35,3.680,0.000,0.554,31.3,94740,19.1,2.129
10,36,3.675,-0.500,0.529,31.1,94920,19.2,2.037
10,37,3.647,-0.500,0.504,30.9,95100,19.3,1.933
10,38,3.619,-0.500,0.479,30.7,95280,19.4,1.831
10,39,3.591,-0.500,0.454,30.5,95460,19.5,1.730
10,40,3.563,-0.500,0.429,30.3,95640,19.6,1.631
10,41,3.535,-0.500,0.404,30.1,95820,19.7,1.533
10,42,3.507,-0.500,0.379,29.9,96000,19.8,1.437
10,43,3.479,-0.500,0.354,29.7,96180,19.9,1.342
10,44,3.451,-0.500,0.329,29.5,96360,20.0,1.249
10,45,3.423,-0.500,0.304,29.3,96540,20.1,1.157
10,46,3.395,-0.500,0.279,29.1,96720,20.2,1.067
10,47,3.367,-0.500,0.254,28.9,96900,20.3,0.978
10,48,3.339,-0.500,0.229,28.7,97080,20.4,0.891
10,49,3.311,-0.500,0.204,28.5,97260,20.5,0.805
10,50,3.283,-0.500,0.179,28.3,97440,20.6,0.721
10,51,3.255,-0.500,0.154,28.1,97620,20.7,0.639
10,52,3.227,-0.500,0.129,27.9,97800,20.8,0.558
10,53,3.200,-0.500,0.104,27.7,97980,20.9,0.479
10,54,3.200,-0.500,0.079,27.5,98160,21.0,0.401
10,55,3.200,-0.500,0.054,27.3,98340,21.1,0.325
10,56,3.200,-0.500,0.029,27.1,98520,21.2,0.251
10,57,3.200,-0.500,0.004,26.9,98700,21.3,0.178
10,58,3.200,-0.500,0.000,26.7,98880,21.4,0.000
10,59,3.200,0.000,0.000,26.5,98940,21.5,0.000
